time_s,drag_force_negative,drag_force_magnitude
9.26,-1.793542,1.793542
9.27,-1.793568,1.793568
9.28,-1.793613,1.793613
9.29,-1.793661,1.793661
9.3,-1.793676,1.793676
9.31,-1.793664,1.793664
9.32,-1.793675,1.793675
9.33,-1.793699,1.793699
9.34,-1.793706,1.793706
9.35,-1.793705,1.793705
9.36,-1.793692,1.793692
9.37,-1.793697,1.793697
9.38,-1.793732,1.793732
9.39,-1.793794,1.793794
9.4,-1.793821,1.793821
9.41,-1.793819,1.793819
9.42,-1.793798,1.793798
9.43,-1.793694,1.793694
9.44,-1.793609,1.793609
9.45,-1.793635,1.793635
9.46,-1.79367,1.79367
9.47,-1.793716,1.793716
9.48,-1.793791,1.793791
9.49,-1.793862,1.793862
9.5,-1.793904,1.793904
9.51,-1.79402,1.79402
9.52,-1.794166,1.794166
9.53,-1.794366,1.794366
9.54,-1.794582,1.794582
9.55,-1.794823,1.794823
9.56,-1.795065,1.795065
9.57,-1.795386,1.795386
9.58,-1.795713,1.795713
9.59,-1.796023,1.796023
9.6,-1.796347,1.796347
9.61,-1.796648,1.796648
9.62,-1.796986,1.796986
9.63,-1.797333,1.797333
9.64,-1.797728,1.797728
9.65,-1.798193,1.798193
9.66,-1.798749,1.798749
9.67,-1.799217,1.799217
9.68,-1.799561,1.799561
9.69,-1.799871,1.799871
9.7,-1.800231,1.800231
9.71,-1.800674,1.800674
9.72,-1.801125,1.801125
9.73,-1.801589,1.801589
9.74,-1.802025,1.802025
9.75,-1.802476,1.802476
9.76,-1.802848,1.802848
9.77,-1.803206,1.803206
9.78,-1.80356,1.80356
9.79,-1.803917,1.803917
9.8,-1.804254,1.804254
9.81,-1.804559,1.804559
9.82,-1.804882,1.804882
9.83,-1.805248,1.805248
9.84,-1.805651,1.805651
9.85,-1.80605,1.80605
9.86,-1.806473,1.806473
9.87,-1.806851,1.806851
9.88,-1.807234,1.807234
9.89,-1.807593,1.807593
9.9,-1.808006,1.808006
9.91,-1.808423,1.808423
9.92,-1.808825,1.808825
9.93,-1.809169,1.809169
9.94,-1.809516,1.809516
9.95,-1.80994,1.80994
9.96,-1.810385,1.810385
9.97,-1.810725,1.810725
9.98,-1.811029,1.811029
9.99,-1.811298,1.811298
10.0,-1.8116,1.8116
10.01,-1.811961,1.811961
10.02,-1.812331,1.812331
10.03,-1.812596,1.812596
10.04,-1.812801,1.812801
10.05,-1.812937,1.812937
10.06,-1.813047,1.813047
10.07,-1.813131,1.813131
10.08,-1.813194,1.813194
10.09,-1.813117,1.813117
10.1,-1.813016,1.813016
10.11,-1.812868,1.812868
10.12,-1.812681,1.812681
10.13,-1.812445,1.812445
10.14,-1.812208,1.812208
10.15,-1.811907,1.811907
10.16,-1.811522,1.811522
10.17,-1.811178,1.811178
10.18,-1.810758,1.810758
10.19,-1.810261,1.810261
10.2,-1.809803,1.809803
10.21,-1.809336,1.809336
10.22,-1.808865,1.808865
10.23,-1.80835,1.80835
10.24,-1.807845,1.807845
10.25,-1.807341,1.807341
10.26,-1.806818,1.806818
10.27,-1.806237,1.806237
10.28,-1.805678,1.805678
10.29,-1.805149,1.805149
10.3,-1.804659,1.804659
10.31,-1.804131,1.804131
10.32,-1.803609,1.803609
10.33,-1.803122,1.803122
10.34,-1.802667,1.802667
10.35,-1.802188,1.802188
10.36,-1.801664,1.801664
10.37,-1.801043,1.801043
10.38,-1.800466,1.800466
10.39,-1.799926,1.799926
10.4,-1.799384,1.799384
10.41,-1.798756,1.798756
10.42,-1.798118,1.798118
10.43,-1.797535,1.797535
10.44,-1.796991,1.796991
10.45,-1.796403,1.796403
10.46,-1.795724,1.795724
10.47,-1.795088,1.795088
10.48,-1.794603,1.794603
10.49,-1.794163,1.794163
10.5,-1.793684,1.793684
10.51,-1.793217,1.793217
10.52,-1.792732,1.792732
10.53,-1.792318,1.792318
10.54,-1.791987,1.791987
10.55,-1.791651,1.791651
10.56,-1.79137,1.79137
10.57,-1.791049,1.791049
10.58,-1.790719,1.790719
10.59,-1.790404,1.790404
10.6,-1.790208,1.790208
10.61,-1.790017,1.790017
10.62,-1.789965,1.789965
10.63,-1.789929,1.789929
10.64,-1.789973,1.789973
10.65,-1.79003,1.79003
10.66,-1.790114,1.790114
10.67,-1.790209,1.790209
10.68,-1.790408,1.790408
10.69,-1.790686,1.790686
10.7,-1.791087,1.791087
10.71,-1.791486,1.791486
10.72,-1.79188,1.79188
10.73,-1.792305,1.792305
10.74,-1.792831,1.792831
10.75,-1.793335,1.793335
10.76,-1.793915,1.793915
10.77,-1.79451,1.79451
10.78,-1.795097,1.795097
10.79,-1.79563,1.79563
10.8,-1.796292,1.796292
10.81,-1.796973,1.796973
10.82,-1.797667,1.797667
10.83,-1.798395,1.798395
10.84,-1.799207,1.799207
10.85,-1.799917,1.799917
10.86,-1.800621,1.800621
10.87,-1.801345,1.801345
10.88,-1.802129,1.802129
10.89,-1.802872,1.802872
10.9,-1.803596,1.803596
10.91,-1.804266,1.804266
10.92,-1.80498,1.80498
10.93,-1.805651,1.805651
10.94,-1.806315,1.806315
10.95,-1.806931,1.806931
10.96,-1.807575,1.807575
10.97,-1.808232,1.808232
10.98,-1.808852,1.808852
10.99,-1.809391,1.809391
11.0,-1.809917,1.809917
11.01,-1.810411,1.810411
11.02,-1.810916,1.810916
11.03,-1.811486,1.811486
11.04,-1.812029,1.812029
11.05,-1.812492,1.812492
11.06,-1.812907,1.812907
11.07,-1.813322,1.813322
11.08,-1.813716,1.813716
11.09,-1.814043,1.814043
11.1,-1.814355,1.814355
11.11,-1.814578,1.814578
11.12,-1.814856,1.814856
11.13,-1.815045,1.815045
11.14,-1.815255,1.815255
11.15,-1.815426,1.815426
11.16,-1.815543,1.815543
11.17,-1.815534,1.815534
11.18,-1.8155,1.8155
11.19,-1.815418,1.815418
11.2,-1.815379,1.815379
11.21,-1.815308,1.815308
11.22,-1.815181,1.815181
11.23,-1.814987,1.814987
11.24,-1.814814,1.814814
11.25,-1.814648,1.814648
11.26,-1.814463,1.814463
11.27,-1.814228,1.814228
11.28,-1.813973,1.813973
11.29,-1.813667,1.813667
11.3,-1.813384,1.813384
11.31,-1.813073,1.813073
11.32,-1.812765,1.812765
11.33,-1.81241,1.81241
11.34,-1.812065,1.812065
11.35,-1.811734,1.811734
11.36,-1.811384,1.811384
11.37,-1.810993,1.810993
11.38,-1.810676,1.810676
11.39,-1.810326,1.810326
11.4,-1.810037,1.810037
11.41,-1.8098,1.8098
11.42,-1.809538,1.809538
11.43,-1.809269,1.809269
11.44,-1.808985,1.808985
11.45,-1.808722,1.808722
11.46,-1.808469,1.808469
11.47,-1.808189,1.808189
11.48,-1.807914,1.807914
11.49,-1.807642,1.807642
11.5,-1.807404,1.807404
11.51,-1.80725,1.80725
11.52,-1.807176,1.807176
11.53,-1.80696,1.80696
11.54,-1.80673,1.80673
11.55,-1.806611,1.806611
11.56,-1.806539,1.806539
11.57,-1.806494,1.806494
11.58,-1.806474,1.806474
11.59,-1.806372,1.806372
11.6,-1.806275,1.806275
11.61,-1.806216,1.806216
11.62,-1.80616,1.80616
11.63,-1.806084,1.806084
11.64,-1.806104,1.806104
11.65,-1.806164,1.806164
11.66,-1.806245,1.806245
11.67,-1.806357,1.806357
11.68,-1.806515,1.806515
11.69,-1.806662,1.806662
11.7,-1.806922,1.806922
11.71,-1.807127,1.807127
11.72,-1.807383,1.807383
11.73,-1.807687,1.807687
11.74,-1.808016,1.808016
11.75,-1.808314,1.808314
11.76,-1.808576,1.808576
11.77,-1.808818,1.808818
11.78,-1.809238,1.809238
11.79,-1.809748,1.809748
11.8,-1.810289,1.810289
11.81,-1.810814,1.810814
11.82,-1.811334,1.811334
11.83,-1.81184,1.81184
11.84,-1.812405,1.812405
11.85,-1.812959,1.812959
11.86,-1.813602,1.813602
11.87,-1.814236,1.814236
11.88,-1.814901,1.814901
11.89,-1.815434,1.815434
11.9,-1.816061,1.816061
11.91,-1.816702,1.816702
11.92,-1.81742,1.81742
11.93,-1.818111,1.818111
11.94,-1.81878,1.81878
11.95,-1.819328,1.819328
11.96,-1.819932,1.819932
11.97,-1.820522,1.820522
11.98,-1.821078,1.821078
11.99,-1.821626,1.821626
12.0,-1.822292,1.822292
12.01,-1.822922,1.822922
12.02,-1.823494,1.823494
12.03,-1.824002,1.824002
12.04,-1.824569,1.824569
12.05,-1.825071,1.825071
12.06,-1.825633,1.825633
12.07,-1.826169,1.826169
12.08,-1.82667,1.82667
12.09,-1.827028,1.827028
12.1,-1.827397,1.827397
12.11,-1.827753,1.827753
12.12,-1.828115,1.828115
12.13,-1.828403,1.828403
12.14,-1.828589,1.828589
12.15,-1.828638,1.828638
12.16,-1.828635,1.828635
12.17,-1.828583,1.828583
12.18,-1.828541,1.828541
12.19,-1.828528,1.828528
12.2,-1.828571,1.828571
12.21,-1.828555,1.828555
12.22,-1.828536,1.828536
12.23,-1.828409,1.828409
12.24,-1.828305,1.828305
12.25,-1.828188,1.828188
12.26,-1.828044,1.828044
12.27,-1.827845,1.827845
12.28,-1.827596,1.827596
12.29,-1.827391,1.827391
12.3,-1.827226,1.827226
12.31,-1.827058,1.827058
12.32,-1.826826,1.826826
12.33,-1.826484,1.826484
12.34,-1.826141,1.826141
12.35,-1.825696,1.825696
12.36,-1.825216,1.825216
12.37,-1.824706,1.824706
12.38,-1.824153,1.824153
12.39,-1.823596,1.823596
12.4,-1.823093,1.823093
12.41,-1.822578,1.822578
12.42,-1.822051,1.822051
12.43,-1.821563,1.821563
12.44,-1.821089,1.821089
12.45,-1.820509,1.820509
12.46,-1.819907,1.819907
12.47,-1.819323,1.819323
12.48,-1.818773,1.818773
12.49,-1.818219,1.818219
12.5,-1.817655,1.817655
12.51,-1.817129,1.817129
12.52,-1.816585,1.816585
12.53,-1.815996,1.815996
12.54,-1.815439,1.815439
12.55,-1.814922,1.814922
12.56,-1.81443,1.81443
12.57,-1.813954,1.813954
12.58,-1.813476,1.813476
12.59,-1.813012,1.813012
12.6,-1.812594,1.812594
12.61,-1.812267,1.812267
12.62,-1.812017,1.812017
12.63,-1.811786,1.811786
12.64,-1.811572,1.811572
12.65,-1.81144,1.81144
12.66,-1.811276,1.811276
12.67,-1.811125,1.811125
12.68,-1.811148,1.811148
12.69,-1.81123,1.81123
12.7,-1.811363,1.811363
12.71,-1.811485,1.811485
12.72,-1.811681,1.811681
12.73,-1.811934,1.811934
12.74,-1.812283,1.812283
12.75,-1.812721,1.812721
12.76,-1.81315,1.81315
12.77,-1.813566,1.813566
12.78,-1.814027,1.814027
12.79,-1.814542,1.814542
12.8,-1.815074,1.815074
12.81,-1.81567,1.81567
12.82,-1.816446,1.816446
12.83,-1.817228,1.817228
12.84,-1.817938,1.817938
12.85,-1.818691,1.818691
12.86,-1.819552,1.819552
12.87,-1.820398,1.820398
12.88,-1.821299,1.821299
12.89,-1.822253,1.822253
12.9,-1.823215,1.823215
12.91,-1.824142,1.824142
12.92,-1.825088,1.825088
12.93,-1.826092,1.826092
12.94,-1.827074,1.827074
12.95,-1.828071,1.828071
12.96,-1.829109,1.829109
12.97,-1.830081,1.830081
12.98,-1.830986,1.830986
12.99,-1.831876,1.831876
13.0,-1.832807,1.832807
13.01,-1.833758,1.833758
13.02,-1.83467,1.83467
13.03,-1.835495,1.835495
13.04,-1.83618,1.83618
13.05,-1.836959,1.836959
13.06,-1.837815,1.837815
13.07,-1.838589,1.838589
13.08,-1.839208,1.839208
13.09,-1.839854,1.839854
13.1,-1.840522,1.840522
13.11,-1.841222,1.841222
13.12,-1.841811,1.841811
13.13,-1.842438,1.842438
13.14,-1.843073,1.843073
13.15,-1.843712,1.843712
13.16,-1.844331,1.844331
13.17,-1.844876,1.844876
13.18,-1.845397,1.845397
13.19,-1.845917,1.845917
13.2,-1.84646,1.84646
13.21,-1.847012,1.847012
13.22,-1.847486,1.847486
13.23,-1.847847,1.847847
13.24,-1.848216,1.848216
13.25,-1.848611,1.848611
13.26,-1.848961,1.848961
13.27,-1.849224,1.849224
13.28,-1.849441,1.849441
13.29,-1.849692,1.849692
13.3,-1.849885,1.849885
13.31,-1.850011,1.850011
13.32,-1.850068,1.850068
13.33,-1.850093,1.850093
13.34,-1.850107,1.850107
13.35,-1.850177,1.850177
13.36,-1.850215,1.850215
13.37,-1.850277,1.850277
13.38,-1.850421,1.850421
13.39,-1.850467,1.850467
13.4,-1.850411,1.850411
13.41,-1.850279,1.850279
13.42,-1.85006,1.85006
13.43,-1.849845,1.849845
13.44,-1.849608,1.849608
13.45,-1.849314,1.849314
13.46,-1.848949,1.848949
13.47,-1.848565,1.848565
13.48,-1.848098,1.848098
13.49,-1.847571,1.847571
13.5,-1.847045,1.847045
13.51,-1.846468,1.846468
13.52,-1.845884,1.845884
13.53,-1.845226,1.845226
13.54,-1.844608,1.844608
13.55,-1.844008,1.844008
13.56,-1.843399,1.843399
13.57,-1.842829,1.842829
13.58,-1.842269,1.842269
13.59,-1.841704,1.841704
13.6,-1.841209,1.841209
13.61,-1.840708,1.840708
13.62,-1.840255,1.840255
13.63,-1.839827,1.839827
13.64,-1.839537,1.839537
13.65,-1.839256,1.839256
13.66,-1.839083,1.839083
13.67,-1.838881,1.838881
13.68,-1.838766,1.838766
13.69,-1.838695,1.838695
13.7,-1.838651,1.838651
13.71,-1.838565,1.838565
13.72,-1.838543,1.838543
13.73,-1.838544,1.838544
13.74,-1.838658,1.838658
13.75,-1.838716,1.838716
13.76,-1.83873,1.83873
13.77,-1.83879,1.83879
13.78,-1.838871,1.838871
13.79,-1.838927,1.838927
13.8,-1.839041,1.839041
13.81,-1.839146,1.839146
13.82,-1.839222,1.839222
13.83,-1.839259,1.839259
13.84,-1.83942,1.83942
13.85,-1.839606,1.839606
13.86,-1.839831,1.839831
13.87,-1.840084,1.840084
13.88,-1.84045,1.84045
13.89,-1.840742,1.840742
13.9,-1.84112,1.84112
13.91,-1.841499,1.841499
13.92,-1.841912,1.841912
13.93,-1.842319,1.842319
13.94,-1.842743,1.842743
13.95,-1.84317,1.84317
13.96,-1.843612,1.843612
13.97,-1.844069,1.844069
13.98,-1.844656,1.844656
13.99,-1.845209,1.845209
14.0,-1.845766,1.845766
14.01,-1.8463,1.8463
14.02,-1.846906,1.846906
14.03,-1.847492,1.847492
14.04,-1.848215,1.848215
14.05,-1.848881,1.848881
14.06,-1.849521,1.849521
14.07,-1.850185,1.850185
14.08,-1.850839,1.850839
14.09,-1.851481,1.851481
14.1,-1.852137,1.852137
14.11,-1.852766,1.852766
14.12,-1.853426,1.853426
14.13,-1.854034,1.854034
14.14,-1.854673,1.854673
14.15,-1.855317,1.855317
14.16,-1.855908,1.855908
14.17,-1.856377,1.856377
14.18,-1.856753,1.856753
14.19,-1.857002,1.857002
14.2,-1.857285,1.857285
14.21,-1.857585,1.857585
14.22,-1.857844,1.857844
14.23,-1.858122,1.858122
14.24,-1.858355,1.858355
14.25,-1.858524,1.858524
14.26,-1.858686,1.858686
14.27,-1.858769,1.858769
14.28,-1.858773,1.858773
14.29,-1.858634,1.858634
14.3,-1.85854,1.85854
14.31,-1.858473,1.858473
14.32,-1.85852,1.85852
14.33,-1.858591,1.858591
14.34,-1.858607,1.858607
14.35,-1.858508,1.858508
14.36,-1.85836,1.85836
14.37,-1.858138,1.858138
14.38,-1.857861,1.857861
14.39,-1.857508,1.857508
14.4,-1.857175,1.857175
14.41,-1.856847,1.856847
14.42,-1.856621,1.856621
14.43,-1.856374,1.856374
14.44,-1.85606,1.85606
14.45,-1.855685,1.855685
14.46,-1.855308,1.855308
14.47,-1.854898,1.854898
14.48,-1.854478,1.854478
14.49,-1.853987,1.853987
14.5,-1.853405,1.853405
14.51,-1.852772,1.852772
14.52,-1.85223,1.85223
14.53,-1.851804,1.851804
14.54,-1.851434,1.851434
14.55,-1.850945,1.850945
14.56,-1.850365,1.850365
14.57,-1.849863,1.849863
14.58,-1.84947,1.84947
14.59,-1.849042,1.849042
14.6,-1.848624,1.848624
14.61,-1.848252,1.848252
14.62,-1.847937,1.847937
14.63,-1.847596,1.847596
14.64,-1.847196,1.847196
14.65,-1.84677,1.84677
14.66,-1.846351,1.846351
14.67,-1.845939,1.845939
14.68,-1.845567,1.845567
14.69,-1.845106,1.845106
14.7,-1.844709,1.844709
14.71,-1.844415,1.844415
14.72,-1.844235,1.844235
14.73,-1.844091,1.844091
14.74,-1.844002,1.844002
14.75,-1.843902,1.843902
14.76,-1.843773,1.843773
14.77,-1.84355,1.84355
14.78,-1.843293,1.843293
14.79,-1.842991,1.842991
14.8,-1.842862,1.842862
14.81,-1.842711,1.842711
14.82,-1.842613,1.842613
14.83,-1.842604,1.842604
14.84,-1.84269,1.84269
14.85,-1.842829,1.842829
14.86,-1.843072,1.843072
14.87,-1.843358,1.843358
14.88,-1.843636,1.843636
14.89,-1.843885,1.843885
14.9,-1.844245,1.844245
14.91,-1.84461,1.84461
14.92,-1.844922,1.844922
14.93,-1.845379,1.845379
14.94,-1.845914,1.845914
14.95,-1.846535,1.846535
14.96,-1.847173,1.847173
14.97,-1.847817,1.847817
14.98,-1.848467,1.848467
14.99,-1.849108,1.849108
15.0,-1.849844,1.849844
15.01,-1.850585,1.850585
15.02,-1.851374,1.851374
15.03,-1.852186,1.852186
15.04,-1.853126,1.853126
15.05,-1.854085,1.854085
15.06,-1.855083,1.855083
15.07,-1.856006,1.856006
15.08,-1.856925,1.856925
15.09,-1.857916,1.857916
15.1,-1.858965,1.858965
15.11,-1.859978,1.859978
15.12,-1.861003,1.861003
15.13,-1.862035,1.862035
15.14,-1.863046,1.863046
15.15,-1.863962,1.863962
15.16,-1.864945,1.864945
15.17,-1.865946,1.865946
15.18,-1.866925,1.866925
15.19,-1.867808,1.867808
15.2,-1.868662,1.868662
15.21,-1.869423,1.869423
15.22,-1.870123,1.870123
15.23,-1.870818,1.870818
15.24,-1.871441,1.871441
15.25,-1.872023,1.872023
15.26,-1.872569,1.872569
15.27,-1.873091,1.873091
15.28,-1.873594,1.873594
15.29,-1.873966,1.873966
15.3,-1.87429,1.87429
15.31,-1.874575,1.874575
15.32,-1.874846,1.874846
15.33,-1.875002,1.875002
15.34,-1.875108,1.875108
15.35,-1.875129,1.875129
15.36,-1.875127,1.875127
15.37,-1.875128,1.875128
15.38,-1.875124,1.875124
15.39,-1.875051,1.875051
15.4,-1.874858,1.874858
15.41,-1.874632,1.874632
15.42,-1.874368,1.874368
15.43,-1.874063,1.874063
15.44,-1.873733,1.873733
15.45,-1.873402,1.873402
15.46,-1.872971,1.872971
15.47,-1.872463,1.872463
15.48,-1.872014,1.872014
15.49,-1.871624,1.871624
15.5,-1.871249,1.871249
15.51,-1.870821,1.870821
15.52,-1.870443,1.870443
15.53,-1.870054,1.870054
15.54,-1.86966,1.86966
15.55,-1.869179,1.869179
15.56,-1.868566,1.868566
15.57,-1.868027,1.868027
15.58,-1.867528,1.867528
15.59,-1.867086,1.867086
15.6,-1.866681,1.866681
15.61,-1.866279,1.866279
15.62,-1.865894,1.865894
15.63,-1.865503,1.865503
15.64,-1.865144,1.865144
15.65,-1.864808,1.864808
15.66,-1.864426,1.864426
15.67,-1.864104,1.864104
15.68,-1.863914,1.863914
15.69,-1.863801,1.863801
15.7,-1.863731,1.863731
15.71,-1.863642,1.863642
15.72,-1.863559,1.863559
15.73,-1.863539,1.863539
15.74,-1.86342,1.86342
15.75,-1.863314,1.863314
15.76,-1.863315,1.863315
15.77,-1.86337,1.86337
15.78,-1.863433,1.863433
15.79,-1.863447,1.863447
15.8,-1.863421,1.863421
15.81,-1.863424,1.863424
15.82,-1.863475,1.863475
15.83,-1.863526,1.863526
15.84,-1.863715,1.863715
15.85,-1.863895,1.863895
15.86,-1.86406,1.86406
15.87,-1.864189,1.864189
15.88,-1.864311,1.864311
15.89,-1.864538,1.864538
15.9,-1.864892,1.864892
15.91,-1.865224,1.865224
15.92,-1.865567,1.865567
15.93,-1.866067,1.866067
15.94,-1.866499,1.866499
15.95,-1.866897,1.866897
15.96,-1.867407,1.867407
15.97,-1.867965,1.867965
15.98,-1.868559,1.868559
15.99,-1.869127,1.869127
16.0,-1.869746,1.869746
16.01,-1.870359,1.870359
16.02,-1.870999,1.870999
16.03,-1.871651,1.871651
16.04,-1.872242,1.872242
16.05,-1.872878,1.872878
16.06,-1.873629,1.873629
16.07,-1.874266,1.874266
16.08,-1.874897,1.874897
16.09,-1.875549,1.875549
16.1,-1.876234,1.876234
16.11,-1.876898,1.876898
16.12,-1.87753,1.87753
16.13,-1.878176,1.878176
16.14,-1.878844,1.878844
16.15,-1.879453,1.879453
16.16,-1.880122,1.880122
16.17,-1.880777,1.880777
16.18,-1.88143,1.88143
16.19,-1.882023,1.882023
16.2,-1.882595,1.882595
16.21,-1.883154,1.883154
16.22,-1.883681,1.883681
16.23,-1.884186,1.884186
16.24,-1.884695,1.884695
16.25,-1.885237,1.885237
16.26,-1.88568,1.88568
16.27,-1.886083,1.886083
16.28,-1.886387,1.886387
16.29,-1.886607,1.886607
16.3,-1.886781,1.886781
16.31,-1.886878,1.886878
16.32,-1.886962,1.886962
16.33,-1.887058,1.887058
16.34,-1.88712,1.88712
16.35,-1.887102,1.887102
16.36,-1.8871,1.8871
16.37,-1.887141,1.887141
16.38,-1.887247,1.887247
16.39,-1.887299,1.887299
16.4,-1.887303,1.887303
16.41,-1.88728,1.88728
16.42,-1.887305,1.887305
16.43,-1.887245,1.887245
16.44,-1.88711,1.88711
16.45,-1.887042,1.887042
16.46,-1.886974,1.886974
16.47,-1.886871,1.886871
16.48,-1.88681,1.88681
16.49,-1.886704,1.886704
16.5,-1.886669,1.886669
16.51,-1.88662,1.88662
16.52,-1.886603,1.886603
16.53,-1.886443,1.886443
16.54,-1.886262,1.886262
16.55,-1.885969,1.885969
16.56,-1.885688,1.885688
16.57,-1.885358,1.885358
16.58,-1.885008,1.885008
16.59,-1.884538,1.884538
16.6,-1.884158,1.884158
16.61,-1.883822,1.883822
16.62,-1.883463,1.883463
16.63,-1.882986,1.882986
16.64,-1.882589,1.882589
16.65,-1.882127,1.882127
16.66,-1.881688,1.881688
16.67,-1.881207,1.881207
16.68,-1.880678,1.880678
16.69,-1.880131,1.880131
16.7,-1.879652,1.879652
16.71,-1.879227,1.879227
16.72,-1.878801,1.878801
16.73,-1.878361,1.878361
16.74,-1.877969,1.877969
16.75,-1.877637,1.877637
16.76,-1.877378,1.877378
16.77,-1.877054,1.877054
16.78,-1.876783,1.876783
16.79,-1.876639,1.876639
16.8,-1.876563,1.876563
16.81,-1.876367,1.876367
16.82,-1.876204,1.876204
16.83,-1.876004,1.876004
16.84,-1.875977,1.875977
16.85,-1.875963,1.875963
16.86,-1.876011,1.876011
16.87,-1.876194,1.876194
16.88,-1.876409,1.876409
16.89,-1.876542,1.876542
16.9,-1.87674,1.87674
16.91,-1.876962,1.876962
16.92,-1.877254,1.877254
16.93,-1.877591,1.877591
16.94,-1.877865,1.877865
16.95,-1.877976,1.877976
16.96,-1.878185,1.878185
16.97,-1.878501,1.878501
16.98,-1.878903,1.878903
16.99,-1.879392,1.879392
17.0,-1.879985,1.879985
17.01,-1.880561,1.880561
17.02,-1.881152,1.881152
17.03,-1.881781,1.881781
17.04,-1.882425,1.882425
17.05,-1.883078,1.883078
17.06,-1.883857,1.883857
17.07,-1.884569,1.884569
17.08,-1.885403,1.885403
17.09,-1.88623,1.88623
17.1,-1.887078,1.887078
17.11,-1.887884,1.887884
17.12,-1.888749,1.888749
17.13,-1.889663,1.889663
17.14,-1.890624,1.890624
17.15,-1.89158,1.89158
17.16,-1.892551,1.892551
17.17,-1.893562,1.893562
17.18,-1.894603,1.894603
17.19,-1.895614,1.895614
17.2,-1.896604,1.896604
17.21,-1.897541,1.897541
17.22,-1.898515,1.898515
17.23,-1.899384,1.899384
17.24,-1.900194,1.900194
17.25,-1.90103,1.90103
17.26,-1.901817,1.901817
17.27,-1.902608,1.902608
17.28,-1.90337,1.90337
17.29,-1.904013,1.904013
17.3,-1.904611,1.904611
17.31,-1.905125,1.905125
17.32,-1.905667,1.905667
17.33,-1.906152,1.906152
17.34,-1.906546,1.906546
17.35,-1.906828,1.906828
17.36,-1.907106,1.907106
17.37,-1.907279,1.907279
17.38,-1.9074,1.9074
17.39,-1.907521,1.907521
17.4,-1.907654,1.907654
17.41,-1.907642,1.907642
17.42,-1.907565,1.907565
17.43,-1.907475,1.907475
17.44,-1.907368,1.907368
17.45,-1.907242,1.907242
17.46,-1.907077,1.907077
17.47,-1.906804,1.906804
17.48,-1.906527,1.906527
17.49,-1.906219,1.906219
17.5,-1.906045,1.906045
17.51,-1.905858,1.905858
17.52,-1.905728,1.905728
17.53,-1.905495,1.905495
17.54,-1.905219,1.905219
17.55,-1.904896,1.904896
17.56,-1.904525,1.904525
17.57,-1.904203,1.904203
17.58,-1.90392,1.90392
17.59,-1.903592,1.903592
17.6,-1.903262,1.903262
17.61,-1.902942,1.902942
17.62,-1.902533,1.902533
17.63,-1.902088,1.902088
17.64,-1.901805,1.901805
17.65,-1.901467,1.901467
17.66,-1.901111,1.901111
17.67,-1.900715,1.900715
17.68,-1.900261,1.900261
17.69,-1.899779,1.899779
17.7,-1.899335,1.899335
17.71,-1.898884,1.898884
17.72,-1.898466,1.898466
17.73,-1.897998,1.897998
17.74,-1.897572,1.897572
17.75,-1.897137,1.897137
17.76,-1.89676,1.89676
17.77,-1.896327,1.896327
17.78,-1.895832,1.895832
17.79,-1.895366,1.895366
17.8,-1.895004,1.895004
17.81,-1.894591,1.894591
17.82,-1.894205,1.894205
17.83,-1.893813,1.893813
17.84,-1.893438,1.893438
17.85,-1.893055,1.893055
17.86,-1.892728,1.892728
17.87,-1.892375,1.892375
17.88,-1.892095,1.892095
